user_id,followers,friends,longevity,len_description,len_name,num_hashtags,num_urls,num_mentions,favorite_tweets,total_tweets,total_replies,freq_tweets,freq_replies,label,net_tweets,freq_nettweets,verified
7248952,837,1978,3.5,3,14,0.005559968228752979,0.9896743447180302,0.014297061159650515,3200,1259,14.0,0.9859044635865308,0.010963194988253721,Fake,1245.0,0.9749412685982772,0.16703992179000018
7732472,3274,3595,3.5,16,15,0.0,0.6207792207792208,0.10649350649350647,8,770,81.0,0.6135458167330677,0.06454183266932273,Fake,689.0,0.5490039840637451,0.16580380955000001
9524952,38849,34504,3.25,26,13,0.01636363636363636,0.8309090909090909,0.06454545454545453,41,1100,58.0,0.9393680614859096,0.04953031596925705,Fake,1042.0,0.8898377455166524,0.20715126326000008
10788822,5902,5496,3.083333333333333,20,18,0.0,0.9928125,0.00125,0,3200,1.0,2.841918294849023,0.0008880994671403197,Fake,3199.0,2.8410301953818826,0.19296022937750013
14596967,2570,2638,2.75,2,10,0.003125,0.99125,0.1378125,0,3200,3.0,3.278688524590164,0.0030737704918032786,Fake,3197.0,3.2756147540983607,0.12788828552033338
14826060,3421,3575,2.6666666666666665,21,13,0.003648155654641265,0.8905553303607621,0.16700445885691126,0,2467,399.0,2.5751565762004174,0.4164926931106472,Fake,2068.0,2.1586638830897704,0.2586165851233332
14938781,1451,1618,2.6666666666666665,3,18,0.4783861671469741,0.9481268011527376,0.3054755043227665,1,347,2.0,0.3660337552742616,0.002109704641350211,Fake,345.0,0.3639240506329114,0.13846469491666666
15528595,891,1643,2.5,12,15,0.039145907473309614,0.9323843416370108,0.017793594306049824,1,562,9.0,0.6293393057110862,0.01007838745800672,Fake,553.0,0.6192609182530795,0.18742120976999993
16671189,915,1633,2.25,7,14,0.25,0.9583333333333334,0.08333333333333333,0,24,0.0,0.02948402948402948,0.0,Fake,24.0,0.02948402948402948,0.13967712985749997
16733141,12049,12263,2.25,23,14,0.07686180804460374,0.90442054958184,1.1290322580645162,0,2511,87.0,3.103831891223733,0.10754017305315204,Fake,2424.0,2.996291718170581,0.21648307881333337
17976561,1406,1797,2.083333333333333,7,13,0.0,0.2222222222222222,0.0,0,9,0.0,0.011936339522546418,0.0,Fake,9.0,0.011936339522546418,0.25405011126000027
19121759,888,1183,2.0,17,9,0.045454545454545456,0.7878787878787878,0.045454545454545456,0,66,3.0,0.09243697478991596,0.004201680672268907,Fake,63.0,0.08823529411764706,0.20324275293000002
19435878,753,837,2.0,23,10,0.3,0.8,0.1,0,10,1.0,0.014144271570014143,0.0014144271570014145,Fake,9.0,0.01272984441301273,0.32071841565000014
19581787,8993,10228,2.0,11,14,0.12278630460448642,0.8288075560802833,0.08323494687131051,0,1694,144.0,2.40625,0.20454545454545456,Fake,1550.0,2.2017045454545454,0.1532245963
20338242,3947,3944,1.9166666666666667,17,17,0.10104790419161676,0.7110778443113772,0.4723053892215569,100,1336,72.0,1.9278499278499281,0.1038961038961039,Fake,1264.0,1.823953823953824,0.18156555622999984
20531552,7511,8411,1.9166666666666667,16,16,0.002150537634408602,0.8365591397849462,0.08817204301075267,1,465,19.0,0.6739130434782609,0.02753623188405797,Fake,446.0,0.6463768115942029,0.21680130340799994
21577213,734,1827,1.9166666666666667,14,18,0.3548387096774194,0.6129032258064516,0.12903225806451613,1,31,0.0,0.045722713864306784,0.0,Fake,31.0,0.045722713864306784,0.22352533674333352
22597402,6727,7518,1.8333333333333333,6,18,0.1,1.0,0.0,0,10,0.0,0.014947683109118088,0.0,Fake,10.0,0.014947683109118088,0.21031597751000025
22979959,1003,1973,1.8333333333333333,1,14,0.0,0.625,0.0625,0,16,0.0,0.0239880059970015,0.0,Fake,16.0,0.0239880059970015,0.17956321126000002
23832142,933,1191,1.8333333333333333,20,17,0.012195121951219513,0.3231707317073171,0.03658536585365853,2,164,0.0,0.2481089258698941,0.0,Fake,164.0,0.2481089258698941,0.25588309537
24320335,315,530,1.8333333333333333,1,11,0.0,0.9984375,0.0,0,3200,0.0,4.863221884498481,0.0,Fake,3200.0,4.863221884498481,0.05791404328333333
26912227,2745,3095,1.8333333333333333,17,17,0.0,0.5142857142857142,0.057142857142857134,0,70,4.0,0.10852713178294572,0.006201550387596899,Fake,66.0,0.10232558139534884,0.23547432293500012
27159435,683,2001,1.8333333333333333,1,11,0.5714285714285714,1.0,0.0,0,21,0.0,0.03260869565217391,0.0,Fake,21.0,0.03260869565217391,0.23720110718750007
28219482,1657,1970,1.75,1,14,0.010463378176382659,0.9566517189835576,0.06278026905829596,4,669,42.0,1.0453125,0.065625,Fake,627.0,0.9796875,0.2135624231900001
28587018,100,116,1.75,1,12,0.0,0.9166666666666666,0.16666666666666666,0,12,0.0,0.01880877742946709,0.0,Fake,12.0,0.01880877742946709,0.1907930053799999
29370531,233,527,1.75,1,10,0.09267241379310344,0.9525862068965516,0.10344827586206896,0,464,1.0,0.7318611987381703,0.0015772870662460567,Fake,463.0,0.7302839116719243,0.09780522792416661
29444347,155,449,1.75,1,16,1.4078947368421053,0.9078947368421052,0.07236842105263158,0,152,0.0,0.23974763406940064,0.0,Fake,152.0,0.23974763406940064,0.09208484571
29742631,773,2001,1.75,1,13,0.0,0.8814432989690721,0.0,0,194,0.0,0.30647709320695105,0.0,Fake,194.0,0.30647709320695105,0.2752199940699998
29822733,215,857,1.75,1,14,0.2352941176470588,0.8235294117647058,0.0,0,17,0.0,0.02685624012638231,0.0,Fake,17.0,0.02685624012638231,0.2182680875000001
30998590,8020,8714,1.75,4,15,0.0,1.2333825701624814,0.5465288035450517,2,677,373.0,1.0780254777070064,0.5939490445859873,Fake,304.0,0.4840764331210191,0.08232763437958324
31228692,7407,8149,1.75,21,18,0.07352941176470587,0.5,0.25,2,68,8.0,0.10845295055821373,0.012759170653907496,Fake,60.0,0.09569377990430622,0.17138778854000009
31708548,688,1720,1.75,7,13,0.32608695652173914,0.34057971014492755,0.3985507246376812,1,138,13.0,0.2208,0.0208,Fake,125.0,0.2,0.23459491574999994
33608758,183,77,1.75,12,15,0.10344827586206896,0.1921182266009852,0.2561576354679803,0,203,41.0,0.3268921095008052,0.06602254428341385,Fake,162.0,0.2608695652173913,0.3241111982800001
34255057,1322,1891,1.75,14,16,0.15517241379310345,0.5172413793103449,0.3362068965517241,2,116,1.0,0.1873990306946688,0.0016155088852988692,Fake,115.0,0.18578352180936994,0.34301184915999977
35401956,1334,1892,1.75,1,18,0.015625,0.39732142857142855,0.17857142857142858,3,448,61.0,0.7284552845528456,0.0991869918699187,Fake,387.0,0.6292682926829268,0.3368554464599998
35531101,257,1084,1.75,1,12,0.0,1.0,0.0,0,1,0.0,0.0016260162601626016,0.0,Fake,1.0,0.0016260162601626016,0.4551287523200002
36477176,200,745,1.75,1,12,0.08139534883720931,0.2558139534883721,0.6162790697674418,0,86,42.0,0.14052287581699344,0.06862745098039216,Fake,44.0,0.0718954248366013,0.21821783868000005
36878978,2782,2063,1.6666666666666667,1,18,0.0,0.9975186104218362,0.0,0,806,0.0,1.3213114754098358,0.0,Fake,806.0,1.3213114754098358,0.23924293076000003
37192548,164,226,1.6666666666666667,1,10,0.05825242718446603,0.6699029126213593,1.2281553398058251,3,206,1.0,0.33825944170771755,0.0016420361247947454,Fake,205.0,0.3366174055829228,0.22547152594000022
38195080,1374,2001,1.6666666666666667,5,15,0.1034375,0.93875,0.169375,263,3200,78.0,5.2892561983471085,0.12892561983471074,Fake,3122.0,5.160330578512396,0.29291759766999986
38344324,573,1906,1.6666666666666667,1,15,0.08333333333333333,0.8333333333333334,0.4166666666666667,0,12,2.0,0.019867549668874173,0.0033112582781456954,Fake,10.0,0.016556291390728478,0.19051081443
38920016,3826,4159,1.6666666666666667,14,18,0.04,0.424,0.10400000000000001,0,125,0.0,0.20764119601328904,0.0,Fake,125.0,0.20764119601328904,0.35711542665999985
38962259,992,1791,1.6666666666666667,4,11,0.15486725663716813,0.3097345132743363,0.32079646017699115,2,452,57.0,0.7520798668885191,0.09484193011647253,Fake,395.0,0.6572379367720466,0.2867893460299998
39527698,1441,1912,1.6666666666666667,1,10,0.0,0.6,0.12,0,25,1.0,0.041736227045075125,0.001669449081803005,Fake,24.0,0.04006677796327212,0.2372928416575001
39674011,128,263,1.6666666666666667,8,13,0.0,0.16666666666666666,0.023809523809523808,0,42,1.0,0.07023411371237458,0.0016722408026755853,Fake,41.0,0.06856187290969899,0.12870219173250005
39688267,133,88,1.6666666666666667,13,12,0.2127659574468085,0.7234042553191491,0.14893617021276595,15,47,2.0,0.07859531772575251,0.0033444816053511705,Fake,45.0,0.07525083612040134,0.19108344203000005
41177563,143,721,1.6666666666666667,1,17,0.4375,0.9375,0.125,0,16,1.0,0.027027027027027032,0.0016891891891891893,Fake,15.0,0.02533783783783784,0.20055738876000007
41179792,1091,1102,1.6666666666666667,1,13,0.16666666666666666,0.5833333333333334,0.20833333333333331,2,24,1.0,0.040540540540540536,0.0016891891891891893,Fake,23.0,0.03885135135135135,0.20687409040750004
41678763,1081,561,1.6666666666666667,10,17,0.0,1.0,0.0,0,6,0.0,0.010169491525423728,0.0,Fake,6.0,0.010169491525423728,0.12998260524000005
41684107,914,1995,1.6666666666666667,1,13,0.25384615384615383,0.6615384615384615,0.3230769230769231,5,130,40.0,0.22033898305084745,0.06779661016949153,Fake,90.0,0.15254237288135594,0.20935583698999996
41877218,650,797,1.6666666666666667,17,14,0.15447154471544716,0.15447154471544716,0.23577235772357724,2,246,49.0,0.41765704584040747,0.0831918505942275,Fake,197.0,0.33446519524618,0.15816578129000003
43066058,151,765,1.6666666666666667,1,14,0.0,1.0,0.0,0,1,0.0,0.0017152658662092624,0.0,Fake,1.0,0.0017152658662092624,0.35393022811999997
43201046,560,754,1.6666666666666667,1,15,0.0,0.3333333333333333,0.26666666666666666,0,15,1.0,0.025728987993138937,0.0017152658662092624,Fake,14.0,0.024013722126929676,0.16208495653
43510557,103,644,1.6666666666666667,1,13,0.0,1.0,0.0,0,1,0.0,0.0017211703958691911,0.0,Fake,1.0,0.0017211703958691911,0.34605934211
43747581,570,1233,1.6666666666666667,21,9,0.8972602739726028,0.8835616438356164,0.8767123287671232,0,146,5.0,0.2517241379310345,0.008620689655172414,Fake,141.0,0.2431034482758621,0.15805278946000004
44081953,113,691,1.5833333333333333,1,14,0.0,1.0,0.0,0,1,0.0,0.0017301038062283738,0.0,Fake,1.0,0.0017301038062283738,0.35393022811999997
44084192,82,465,1.5833333333333333,1,14,0.0,1.0,0.0,0,1,0.0,0.0017301038062283738,0.0,Fake,1.0,0.0017301038062283738,0.36668355272999986
44084811,100,515,1.5833333333333333,1,14,0.0,1.0,0.0,0,1,0.0,0.0017301038062283738,0.0,Fake,1.0,0.0017301038062283738,0.34605934211
44191269,784,1646,1.5833333333333333,1,13,0.0,0.5625,0.0,0,16,0.0,0.02768166089965398,0.0,Fake,16.0,0.02768166089965398,0.18814918030000008
44698831,1059,1310,1.5833333333333333,8,14,0.0,0.964401294498382,0.0064724919093851144,0,309,2.0,0.5364583333333334,0.003472222222222222,Fake,307.0,0.5329861111111112,0.16552231473000004
45497562,157,712,1.5833333333333333,1,10,0.0,1.0,0.0,0,1,0.0,0.0017482517482517485,0.0,Fake,1.0,0.0017482517482517485,0.35393022811999997
45564759,941,1975,1.5833333333333333,11,13,0.3225806451612903,0.8709677419354839,0.12903225806451613,0,31,0.0,0.054195804195804186,0.0,Fake,31.0,0.054195804195804186,0.3280040429500001
45804432,126,711,1.5833333333333333,1,15,0.0,1.0,0.0,0,1,0.0,0.0017513134851138356,0.0,Fake,1.0,0.0017513134851138356,0.35393022811999997
46043491,976,1713,1.5833333333333333,15,17,0.0,1.1034482758620692,0.0,1,145,0.0,0.2543859649122807,0.0,Fake,145.0,0.2543859649122807,0.34055855804
46316753,106,650,1.5833333333333333,1,16,0.0,1.0,0.0,0,1,0.0,0.0017574692442882249,0.0,Fake,1.0,0.0017574692442882249,0.34605934211
46322170,121,656,1.5833333333333333,1,12,0.0,1.0,0.0,0,1,0.0,0.0017574692442882249,0.0,Fake,1.0,0.0017574692442882249,0.34605934211
46408524,6340,6541,1.5833333333333333,15,18,0.012658227848101266,0.35443037974683544,0.05063291139240506,0,79,4.0,0.13884007029876974,0.007029876977152899,Fake,75.0,0.13181019332161684,0.3219690749900001
46810284,10500,11478,1.5833333333333333,10,13,0.4316151202749141,0.8426116838487973,0.09553264604810996,2,1455,87.0,2.566137566137566,0.15343915343915346,Fake,1368.0,2.412698412698413,0.23595739529333337
46874389,560,1427,1.5833333333333333,1,16,0.013020833333333334,0.94140625,0.009114583333333334,0,768,2.0,1.3544973544973544,0.003527336860670194,Fake,766.0,1.3509700176366843,0.23039048992999994
47015574,97,674,1.5833333333333333,1,14,0.0,1.0,0.0,0,1,0.0,0.00176678445229682,0.0,Fake,1.0,0.00176678445229682,0.35393022811999997
47023408,114,609,1.5833333333333333,1,15,0.0,1.0,0.0,0,1,0.0,0.00176678445229682,0.0,Fake,1.0,0.00176678445229682,0.34605934211
47678112,4213,4710,1.5833333333333333,27,18,0.0,0.42857142857142855,0.0,0,14,0.0,0.024822695035460998,0.0,Fake,14.0,0.024822695035460998,0.16804556689999994
47731919,1344,1577,1.5833333333333333,27,15,0.3333333333333333,1.0,0.6666666666666666,0,3,0.0,0.0053191489361702135,0.0,Fake,3.0,0.0053191489361702135,0.2946033016600003
47799788,1315,1849,1.5833333333333333,7,10,0.2764034253092293,0.10941960038058993,0.9138915318744052,20,2102,994.0,3.7335701598579036,1.7655417406749556,Fake,1108.0,1.9680284191829485,0.14190578187999994
47891113,65,591,1.5833333333333333,1,15,0.0,1.0,0.0,0,1,0.0,0.0017761989342806395,0.0,Fake,1.0,0.0017761989342806395,0.34605934211
47929648,589,1963,1.5833333333333333,1,13,0.0,0.997651203758074,0.0,0,1703,0.0,3.0248667850799285,0.0,Fake,1703.0,3.0248667850799285,0.11085330464500011
48007897,473,1336,1.5833333333333333,3,15,0.0036101083032490976,0.4223826714801444,0.23826714801444046,1,277,73.0,0.4920071047957371,0.12966252220248667,Fake,204.0,0.3623445825932504,0.14726791934000008
48385665,415,527,1.5833333333333333,2,18,0.4,0.8,0.4,0,5,0.0,0.008896797153024912,0.0,Fake,5.0,0.008896797153024912,0.12322695140000002
48712444,4872,5783,1.5833333333333333,27,17,0.1646875,0.589375,0.3165625,0,3200,720.0,5.704099821746881,1.2834224598930482,Fake,2480.0,4.4206773618538335,0.18092152986000007
48957307,67,1392,1.5833333333333333,1,18,0.0,0.6666666666666666,0.0,0,3,0.0,0.005357142857142857,0.0,Fake,3.0,0.005357142857142857,0.28685805125000025
48959912,914,1949,1.5833333333333333,29,12,0.0,0.7224489795918367,0.0163265306122449,2,245,3.0,0.4375,0.005357142857142857,Fake,242.0,0.4321428571428572,0.137881890555
48968616,87,1715,1.5833333333333333,1,14,0.0,0.6666666666666666,0.0,0,3,0.0,0.005357142857142857,0.0,Fake,3.0,0.005357142857142857,0.32889270131000026
48972661,42,738,1.5833333333333333,1,17,0.0,0.6666666666666666,0.0,0,3,0.0,0.005357142857142857,0.0,Fake,3.0,0.005357142857142857,0.19335378079999999
48981925,102,1765,1.5833333333333333,1,18,0.0,0.6666666666666666,0.0,0,3,0.0,0.005357142857142857,0.0,Fake,3.0,0.005357142857142857,0.32889270131000026
49004454,100,1420,1.5833333333333333,1,17,0.0,0.6666666666666666,0.0,0,3,0.0,0.005357142857142857,0.0,Fake,3.0,0.005357142857142857,0.28685805125000025
49136026,84,1524,1.5833333333333333,1,18,0.0,1.0,0.0,0,2,0.0,0.0035714285714285718,0.0,Fake,2.0,0.0035714285714285718,0.31827446265000037
49187158,108,1731,1.5833333333333333,1,16,0.0,1.0,0.0,0,3,0.0,0.005366726296958855,0.0,Fake,3.0,0.005366726296958855,0.32889270131000026
49195364,87,1501,1.5833333333333333,1,18,0.0,0.6666666666666666,0.0,0,3,0.0,0.005366726296958855,0.0,Fake,3.0,0.005366726296958855,0.2946033016600003
49196059,106,1510,1.5833333333333333,1,18,0.0,1.0,0.0,0,2,0.0,0.003577817531305903,0.0,Fake,2.0,0.003577817531305903,0.31827446265000037
49198668,78,1669,1.5833333333333333,1,18,0.0,0.6666666666666666,0.0,0,3,0.0,0.005366726296958855,0.0,Fake,3.0,0.005366726296958855,0.32889270131000026
49210351,126,1755,1.5833333333333333,1,16,0.0,1.0,0.0,0,3,0.0,0.005366726296958855,0.0,Fake,3.0,0.005366726296958855,0.32889270131000026
49215390,61,1106,1.5833333333333333,1,18,0.0,1.0,0.0,0,2,0.0,0.003577817531305903,0.0,Fake,2.0,0.003577817531305903,0.3064232797100003
49233584,128,1750,1.5833333333333333,1,17,0.0,1.0,0.0,0,3,0.0,0.005366726296958855,0.0,Fake,3.0,0.005366726296958855,0.32889270131000026
49255053,107,1749,1.5833333333333333,1,18,0.0,1.0,0.0,0,3,0.0,0.005366726296958855,0.0,Fake,3.0,0.005366726296958855,0.32889270131000026
49270232,81,1714,1.5833333333333333,1,18,0.0,1.0,0.0,0,3,0.0,0.005366726296958855,0.0,Fake,3.0,0.005366726296958855,0.32889270131000026
49272453,105,1687,1.5833333333333333,1,18,0.0,1.0,0.0,0,3,0.0,0.005366726296958855,0.0,Fake,3.0,0.005366726296958855,0.32889270131000026
49479068,85,1465,1.5833333333333333,1,18,0.0,1.0,0.0,0,2,0.0,0.003584229390681004,0.0,Fake,2.0,0.003584229390681004,0.3092226222900003
49479291,93,1457,1.5833333333333333,1,18,0.0,1.0,0.0,0,2,0.0,0.003584229390681004,0.0,Fake,2.0,0.003584229390681004,0.3092226222900003
49483339,72,1499,1.5833333333333333,1,18,0.0,1.0,0.0,0,2,0.0,0.003584229390681004,0.0,Fake,2.0,0.003584229390681004,0.3092226222900003
49499359,72,1507,1.5833333333333333,1,18,0.0,1.0,0.0,0,2,0.0,0.003584229390681004,0.0,Fake,2.0,0.003584229390681004,0.31827446265000037
49540321,494,1357,1.5833333333333333,1,12,0.005681818181818182,0.3295454545454545,0.15625,0,352,27.0,0.6308243727598566,0.04838709677419355,Fake,325.0,0.5824372759856631,0.23476922918599996
49549327,100,1820,1.5833333333333333,1,18,0.0,1.0,0.0,0,3,0.0,0.005376344086021507,0.0,Fake,3.0,0.005376344086021507,0.32889270131000026
49549560,64,1768,1.5833333333333333,1,18,0.0,1.0,0.0,0,3,0.0,0.005376344086021507,0.0,Fake,3.0,0.005376344086021507,0.32889270131000026
49588893,91,1743,1.5833333333333333,1,18,0.0,1.0,0.0,0,2,0.0,0.003584229390681004,0.0,Fake,2.0,0.003584229390681004,0.34660767460000025
49659791,58,1125,1.5833333333333333,1,18,0.0,1.0,0.0,0,2,0.0,0.003584229390681004,0.0,Fake,2.0,0.003584229390681004,0.3064232797100003
49669394,22,393,1.5833333333333333,1,17,0.0,1.0,0.0,0,2,0.0,0.003584229390681004,0.0,Fake,2.0,0.003584229390681004,0.23229371706999996
49692722,64,1113,1.5833333333333333,1,18,0.0,1.0,0.0,0,2,0.0,0.003584229390681004,0.0,Fake,2.0,0.003584229390681004,0.3064232797100003
49701106,47,1047,1.5833333333333333,1,18,0.0,1.0,0.0,0,2,0.0,0.003584229390681004,0.0,Fake,2.0,0.003584229390681004,0.3064232797100003
49772550,61,1101,1.5833333333333333,1,18,0.0,1.0,0.0,0,2,0.0,0.003584229390681004,0.0,Fake,2.0,0.003584229390681004,0.3064232797100003
49949709,75,715,1.5833333333333333,1,17,0.0,1.0,0.0,0,2,0.0,0.0035906642728904853,0.0,Fake,2.0,0.0035906642728904853,0.21367502837000005
50346336,1248,1187,1.5833333333333333,1,13,0.08582834331337326,0.3333333333333333,0.2714570858283433,0,501,137.0,0.9010791366906474,0.2464028776978417,Fake,364.0,0.6546762589928058,0.34549544697000006
50815325,134,1731,1.5833333333333333,1,18,0.0,1.0,0.0,0,4,0.0,0.0072072072072072065,0.0,Fake,4.0,0.0072072072072072065,0.2542976922200002
50845426,121,325,1.5833333333333333,11,10,0.005405405405405407,0.8,0.11351351351351352,1,185,19.0,0.33393501805054154,0.034296028880866435,Fake,166.0,0.2996389891696751,0.37304073467250015
50958616,87,1021,1.5833333333333333,1,18,0.0,1.0,0.0,0,3,0.0,0.005415162454873646,0.0,Fake,3.0,0.005415162454873646,0.2908903939000002
50970101,82,1023,1.5833333333333333,1,18,0.0,1.0,0.0,0,3,0.0,0.005415162454873646,0.0,Fake,3.0,0.005415162454873646,0.2908903939000002
51286435,94,1019,1.5833333333333333,1,17,0.0,1.0,0.0,0,4,0.0,0.007233273056057866,0.0,Fake,4.0,0.007233273056057866,0.22434436159000015
51311653,105,1143,1.5833333333333333,1,17,0.0,1.0,0.0,0,3,0.0,0.0054249547920434,0.0,Fake,3.0,0.0054249547920434,0.2908903939000002
51374842,112,1077,1.5833333333333333,1,18,0.0,1.0,0.0,0,3,0.0,0.0054249547920434,0.0,Fake,3.0,0.0054249547920434,0.2908903939000002
51435410,2028,2471,1.5833333333333333,7,13,0.046263345195729534,0.05931198102016608,0.82502965599051,3,1686,763.0,3.0488245931283906,1.379746835443038,Fake,923.0,1.6690777576853526,0.1711921737300001
51571349,1819,1887,1.5833333333333333,29,12,0.5721875,0.993125,0.798125,2,3200,1769.0,5.786618444846293,3.1989150090415914,Fake,1431.0,2.587703435804701,0.09207904025
51776203,132,161,1.5833333333333333,15,16,0.0,0.75,0.5,0,4,2.0,0.007246376811594203,0.0036231884057971015,Fake,2.0,0.0036231884057971015,0.13239115723999997
51864103,518,1823,1.5833333333333333,1,9,0.3684210526315789,0.7894736842105263,0.15789473684210525,0,38,2.0,0.06884057971014493,0.0036231884057971015,Fake,36.0,0.06521739130434782,0.17132677714999997
51872114,3539,3644,1.5833333333333333,8,18,0.0,0.7280635400907716,0.00037821482602118,0,2644,1.0,4.7898550724637685,0.0018115942028985507,Fake,2643.0,4.788043478260869,0.15234145828000006
51878677,66,703,1.5833333333333333,1,18,0.0,1.0,0.0,0,2,0.0,0.0036231884057971015,0.0,Fake,2.0,0.0036231884057971015,0.21367502837000005
51892953,70,679,1.5833333333333333,1,18,0.0,1.0,0.0,0,3,0.0,0.0054446460980036296,0.0,Fake,3.0,0.0054446460980036296,0.19335378079999999
51905951,67,711,1.5833333333333333,1,18,0.0,1.0,0.0,0,2,0.0,0.003629764065335753,0.0,Fake,2.0,0.003629764065335753,0.21367502837000005
51912733,104,1387,1.5833333333333333,1,18,0.0,1.0,0.0,0,2,0.0,0.003629764065335753,0.0,Fake,2.0,0.003629764065335753,0.3092226222900003
51970839,63,669,1.5833333333333333,1,18,0.0,1.0,0.0,0,3,0.0,0.0054446460980036296,0.0,Fake,3.0,0.0054446460980036296,0.19335378079999999
52025456,120,1485,1.5833333333333333,1,18,0.0,1.0,0.0,0,2,0.0,0.003629764065335753,0.0,Fake,2.0,0.003629764065335753,0.3092226222900003
52039977,65,675,1.5833333333333333,1,18,0.0,1.0,0.0,0,2,0.0,0.003629764065335753,0.0,Fake,2.0,0.003629764065335753,0.21367502837000005
52040849,59,686,1.5833333333333333,1,18,0.0,1.0,0.0,0,2,0.0,0.003629764065335753,0.0,Fake,2.0,0.003629764065335753,0.21367502837000005
